"ENTREZ_ID","KEGG_ID"
23381,"map03015"
23382,"map00270, map01100"
23385,"map04330, map05010"
23395,"map00290, map00970"
23396,"map00562, map01100, map04070, map04144, map04510, map04666, map04810"
23401,"map04310"
23404,"map03018"
23417,"map00410, map00640, map01100, map04146"
23428,"map04974"
23431,"map04142"
23433,"map04910"
23436,"map04972, map04974"
23438,"map00970"
23439,"map04260, map04960, map04964, map04970, map04971, map04972, map04973, map04974, map04976"
23450,"map03040"
23451,"map03040"
23456,"map02010"
23457,"map02010, map04142"
23460,"map02010"
23461,"map02010"
23464,"map00260"
23471,"map04141"
23475,"map00760, map01100"
23478,"map03060"
23480,"map03060, map04141, map04145, map05110"
23483,"map01100"
23495,"map04060, map04672, map05340"
23498,"map00380, map01100"
23500,"map04310"
23509,"map00514"
23511,"map03013"
23517,"map03018"
23521,"map03010"
23527,"map04144"
23529,"map04060, map04630"
23530,"map00760, map01100"
23533,"map04012, map04062, map04070, map04150, map04210, map04370, map04380, map04510, map04620, map04630, map04650, map04660, map04662, map04664, map04666, map04670, map04722, map04810, map04910, map04914, map04930, map04960, map04973, map05100, map05142, map05145, map05146, map05160, map05200, map05210, map05211, map05212, map05213, map05214, map05215, map05218, map05220, map05221, map05222, map05223"
23538,"map04740"
23542,"map04010"
23545,"map00190, map01100, map04142, map04145, map04966, map05110, map05120, map05323"
23547,"map04380"
23550,"map04144"
23553,"map00531, map01100"
23556,"map00563, map01100"
23560,"map03008"
23562,"map04514, map04530, map04670, map05160"
23566,"map04080"
23583,"map03410"
23586,"map04622, map04623, map05160"
23590,"map00900"
23594,"map04110"
23595,"map04110"
23600,"map00120, map01100, map04146"
23604,"map05200, map05219"
23607,"map05100"
23620,"map04080"
23621,"map05010"
23624,"map04012, map04120, map04144, map04630, map04660, map04910, map05100, map05200, map05220"
23632,"map00910"
23636,"map03013"
23640,"map04141"
23643,"map04620, map05130, map05145"
23644,"map03018"
23645,"map04141"
23649,"map00230, map00240, map01100, map03030"
23654,"map04360"
23658,"map03018, map03040"
23659,"map00564, map04142"
23673,"map04145"
23705,"map04514"
23708,"map03015"
23710,"map04140"
23759,"map04120"
23761,"map00564, map01100"
23765,"map04060"
24146,"map04514, map04530, map04670, map05160"
24148,"map03040"
25759,"map04012, map04062, map04370, map04510, map04650, map04722, map04910, map05100, map05214, map05220"
25766,"map03040"
25780,"map04010, map04662"
25788,"map03440"
25791,"map04360"
25796,"map00030, map01100"
25804,"map03018, map03040"
25824,"map04146"
25825,"map05010"
25834,"map00510, map01100"
25847,"map04110, map04114, map04120, map04914"
25873,"map03010"
25885,"map00230, map00240, map01100, map03020"
25898,"map04115, map04120"
25902,"map00670, map01100"
25904,"map03018"
25929,"map03013"
25942,"map05016"
25945,"map04514, map04520"
25949,"map03040"
25956,"map04141"
25970,"map04722"
25973,"map00970"
25974,"map04977"
25978,"map04144"
25981,"map05016"
25989,"map04140, map04150"
25996,"map03008"
26007,"map00561, map01100, map04622"
26019,"map03013, map03015"
26035,"map00534, map01100"
26047,"map04514"
26052,"map04144, map04666, map05100"
26056,"map04144"
26060,"map05200, map05210"
26061,"map04146"
26063,"map04146"
26084,"map05100"
26088,"map04142"
26091,"map04120"
26119,"map04144"
26121,"map03040"
26154,"map02010"
26188,"map04740"
26189,"map04740"
26211,"map04740"
26212,"map04740"
26219,"map04740"
26224,"map04710"
26227,"map00260, map01100"
26229,"map00532, map00534, map01100"
26230,"map04062, map04810"
26232,"map04120, map04141"
26245,"map04740"
26246,"map04740"
26248,"map04740"
26259,"map04120"
26270,"map04141"
26271,"map04114"
26272,"map04120"
26275,"map00280, map00410, map00640, map01100"
26279,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
26281,"map04010, map04810, map05200, map05218"
26285,"map04514, map04530, map04670, map05160"
26286,"map04144"
26289,"map00230, map01100"
26290,"map00512, map01100"
26291,"map04010, map04810, map05200, map05218"
26301,"map00603, map01100"
26330,"map00010, map01100"
26333,"map04740"
26338,"map04740"
26339,"map04740"
26354,"map03008"
26476,"map04740"
26492,"map04740"
26493,"map04740"
26494,"map04740"
26496,"map04740"
26503,"map04142"
26528,"map03015"
26529,"map04740"
26531,"map04740"
26532,"map04740"
26533,"map04740"
26534,"map04740"
26538,"map04740"
26539,"map04740"
26648,"map04740"
26658,"map04740"
26659,"map04740"
26664,"map04740"
26682,"map04740"
26683,"map04740"
26686,"map04740"
26689,"map04740"
26692,"map04740"
26696,"map04740"
26707,"map04740"
26716,"map04740"
26735,"map04740"
26737,"map04740"
26740,"map04740"
26873,"map00480"
26985,"map04142"
26986,"map03013, map03015, map03018"
26999,"map04810"
27006,"map04010, map04810, map05200, map05218"
27010,"map00730, map01100"
27018,"map04722"
27019,"map05016"
27030,"map03430"
27034,"map00280, map01100"
27035,"map04145, map04380, map04670"
27040,"map04650, map04660, map04664, map04666"
27068,"map00190"
27071,"map04662"
27074,"map04142"
27087,"map00532, map00534, map01100"
27089,"map00190, map01100, map04260, map05010, map05012, map05016"
27090,"map00604, map01100"
27091,"map04010, map04260, map05410, map05412, map05414"
27092,"map04010, map04260, map05410, map05412, map05414"
27094,"map04270"
27097,"map03022"
27101,"map04310"
27102,"map04141, map05160"
27113,"map04115, map05016"
27115,"map00230"
27121,"map04310"
27123,"map04310"
27124,"map00562, map01100, map04070"
27127,"map04110, map04114"
27134,"map04530"
27148,"map04340, map05200, map05217"
27159,"map00520"
27165,"map00250, map00330, map00471, map00910, map01100, map04964"
27183,"map04144"
27190,"map04060"
27232,"map00260"
27235,"map00130, map01100"
27242,"map04060"
27243,"map04144"
27244,"map04115"
27248,"map04141"
27257,"map03018"
27258,"map03018, map03040"
27289,"map04360"
27294,"map00040, map00980"
27301,"map03410"
27304,"map04122"
27306,"map00590, map01100"
27316,"map03040"
27330,"map04010, map04114, map04150, map04720, map04722, map04914"
27334,"map04080"
27338,"map04120"
27339,"map03040, map04120"
27341,"map03008"
27343,"map03410, map03450"
27345,"map04270"
27349,"map00061, map01100"
27429,"map05012"
27430,"map00270, map01100"
27434,"map03450"
28227,"map03015"
28234,"map04976"
28514,"map04330"
28960,"map03018"
28964,"map04144, map04810, map05120"
28965,"map03320"
28972,"map03060"
28987,"map03008"
28998,"map03010"
29071,"map00512, map01100"
29072,"map00310"
29082,"map04144"
29085,"map00051"
29102,"map03008"
29107,"map03008, map03013, map03015"
29108,"map04621, map04623"
29110,"map04620, map04622, map04623, map05160"
29119,"map04520, map04530, map04670, map05100, map05200, map05213, map05412"
29126,"map04514"
29760,"map04380, map04662, map05340"
29780,"map04510"
29785,"map00980"
29796,"map00190, map01100, map04260, map05010, map05012, map05016"
29850,"map04742"
29851,"map04514, map04660, map04672, map05340"
29880,"map00510, map01100"
29881,"map04975"
29882,"map04110, map04114, map04120, map04914"
29883,"map03018"
29889,"map03008"
29894,"map03015"
29895,"map04510, map04530, map04670, map04810"
29896,"map03040"
29906,"map00604, map01100"
29920,"map00330, map01100"
29922,"map00230, map00240, map01100"
29924,"map04144"
29925,"map00051, map00520, map01100"
29926,"map00051, map00520, map01100"
29927,"map03060, map04141, map04145, map05110"
29929,"map00510, map01100"
29935,"map03030, map03420, map03430, map03440"
29940,"map00532"
29945,"map04110, map04114, map04120, map04914"
29947,"map00270, map01100"
29949,"map04060, map04630"
29954,"map00514"
29958,"map00260, map01100"
29968,"map00260, map00750, map01100"
29978,"map04141"
29979,"map04141"
29984,"map04360"
30001,"map04141, map05110"
30011,"map04144"
30814,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
30815,"map00604, map01100"
30833,"map00230, map00240, map00760, map01100"
30834,"map00230, map00240, map01100, map03020"
30835,"map04145"
30837,"map04630"
30844,"map04144"
30845,"map04144"
30846,"map04144"
30849,"map04140"
49861,"map04514, map04530, map04670, map05160"
50484,"map00230, map00240, map00480, map01100, map04115"
50487,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
50508,"map04145, map04380, map04670"
50509,"map04510, map04512, map04974, map05146"
50515,"map00532, map00920"
50604,"map04060, map04630"
50613,"map04141"
50614,"map00512, map01100"
50615,"map04060, map04630"
50616,"map04060, map04630"
50617,"map00190, map01100, map04142, map04145, map04966, map05110, map05120, map05323"
50628,"map03013"
50649,"map04810"
50674,"map04950"
50700,"map00830, map01100"
50807,"map04144, map04666"
50808,"map00240"
50814,"map00100, map01100"
50831,"map04742"
50832,"map04742"
50833,"map04742"
50834,"map04742"
50835,"map04742"
50836,"map04742"
50837,"map04742"
50838,"map04742"
50839,"map04742"
50840,"map04742"
50846,"map04340"
50848,"map04514, map04530, map04670, map05120"
50855,"map04144, map04530"
50940,"map00230"
51004,"map00130, map01100"
51005,"map00520"
51009,"map04141"
51010,"map03018"
51013,"map03018"
51028,"map04144"
51032,"map04972, map04974"
51056,"map00330, map00480, map01100"
51060,"map00480"
51065,"map03010"
51067,"map00970"
51068,"map03008, map03013"
51071,"map00030"
51074,"map00270, map01100"
51077,"map03008"
51079,"map00190, map05010, map05012, map05016"
51082,"map00230, map00240, map01100, map03020, map04623"
51084,"map00040, map01100"
51091,"map00450, map00970"
51094,"map04920"
51095,"map03013"
51096,"map03008"
51100,"map04144"
51102,"map00062, map01100"
51107,"map04330, map05010"
51109,"map00830, map01100"
51111,"map00310"
51119,"map03008"
51121,"map03010"
51128,"map04141"
51129,"map03320"
51135,"map04210, map04620, map04722, map05140, map05142, map05145"
51143,"map04145, map04962"
51144,"map00140, map01040, map01100"
51160,"map04144"
51164,"map04962, map05016"
51166,"map00300, map00310, map00380, map01100"
51172,"map04142"
51176,"map04310, map04520, map04916, map05200, map05210, map05213, map05215, map05216, map05217, map05221, map05412"
51179,"map00630, map01100, map04146"
51181,"map00040, map01100"
51187,"map03010"
51196,"map00562, map01100, map04020, map04070"
51205,"map00740"
51206,"map04512"
51208,"map04514, map04530, map04670, map05160"
51227,"map00563, map01100"
51246,"map04115"
51251,"map00230, map00240, map00760, map01100"
51268,"map00260, map00310, map01100, map04146"
51272,"map04130"
51284,"map04620"
51292,"map00230"
51295,"map04010"
51301,"map00512, map01100"
51302,"map00120"
51311,"map04620"
51330,"map04060"
51340,"map03040"
51343,"map04110, map04120, map04914"
51347,"map04010"
51360,"map04141"
51362,"map03040"
51363,"map00532"
51366,"map04120"
51367,"map03008, map03013"
51371,"map03050"
51380,"map00430, map01100"
51382,"map00190, map01100, map04145, map04966, map05110, map05120, map05323"
51384,"map04310, map04340, map04916, map05200, map05217"
51409,"map00340, map00350"
51422,"map04910, map04920, map05410"
51433,"map04110, map04114, map04120, map04914"
51434,"map04110, map04114, map04120, map04914"
51451,"map00340, map00350"
51465,"map04120, map04141, map05012"
51477,"map00562, map01100"
51478,"map00100, map00140, map01100"
51503,"map03040"
51510,"map04144"
51512,"map04115"
51513,"map04320"
51520,"map00290, map00970"
51529,"map04110, map04114, map04120, map04914"
51534,"map04144"
51540,"map00450, map01100"
51561,"map04060, map04630, map05323"
51585,"map03015"
51588,"map04120, map04630, map05160, map05200, map05222"
51601,"map00785, map01100"
51602,"map03008"
51604,"map00563, map01100"
51606,"map00190, map01100, map04142, map04145, map05110, map05120, map05323"
51616,"map03022"
51619,"map04120, map04141"
51626,"map04962"
51639,"map03040"
51645,"map03040"
51652,"map04144"
51684,"map04340, map05200, map05217"
51690,"map03018, map03040"
51691,"map03018, map03040"
51692,"map03015"
51700,"map00520"
51701,"map04010, map04310, map04520"
51703,"map00071, map01100, map03320, map04146, map04920"
51706,"map00520"
51715,"map04340"
51719,"map04150"
51726,"map04141"
51727,"map00240, map01100"
51728,"map00230, map00240, map01100, map03020, map04623"
51729,"map03040"
51733,"map00240, map00410, map00770, map00983, map01100"
51744,"map04650"
51763,"map00562, map01100, map04070, map04910"
51764,"map04062, map04742"
51776,"map04010, map04530"
51805,"map00130, map01100"
51806,"map04020, map04070, map04114, map04270, map04720, map04722, map04740, map04744, map04910, map04912, map04916, map04970, map04971, map05010, map05214"
51807,"map04145, map04540, map05130"
51808,"map03013"
51809,"map00512, map01100"
53343,"map00230"
53354,"map00770, map01100"
53358,"map04012, map04062, map04510, map04650, map04722, map04910, map05100, map05214, map05220"
53371,"map03013"
53407,"map04130, map04145"
53630,"map00830, map01100"
53632,"map04910, map04920, map05410"
53637,"map04080"
53828,"map04960"
53829,"map04080"
53832,"map04060, map04630"
53833,"map04060, map04630"
53842,"map04514, map04530, map04670, map05160"
53918,"map03015"
53944,"map04340"
53947,"map00603, map01100"
53981,"map03015"
54106,"map04620, map05142, map05143, map05144"
54107,"map00230, map00240, map01100, map03030, map03410, map03420"
54187,"map00520, map01100"
54205,"map04115, map04210, map05010, map05012, map05014, map05016, map05145, map05200, map05210, map05222, map05416"
54207,"map04971"
54209,"map04380"
54331,"map04062"
54344,"map00510, map01100"
54361,"map04310, map04340, map04916, map05200, map05217"
54363,"map00630, map01100, map04146"
54407,"map04974"
54413,"map04514"
54429,"map04742"
54431,"map04141"
54433,"map03008"
54434,"map04810"
54437,"map04360"
54457,"map03022"
54464,"map03008, map03018"
54472,"map04620"
54480,"map00532, map01100"
54490,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54512,"map03018"
54539,"map00190, map05010, map05012, map05016"
54541,"map04150"
54552,"map03008"
54567,"map04330"
54575,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54576,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54577,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54578,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54579,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54583,"map05200, map05211"
54600,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54657,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54658,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54659,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
54675,"map00564, map01100"
54677,"map04146"
54766,"map03018"
54788,"map04141"
54802,"map01100"
54831,"map04970"
54872,"map00563"
54884,"map00830"
54898,"map01040"
54904,"map00310"
54910,"map04360"
54913,"map03008, map03013"
54926,"map04120"
54938,"map00970"
54941,"map04622"
54947,"map00564, map00565, map01100"
54960,"map03013"
54961,"map04810"
54963,"map00240, map00983, map01100"
54965,"map00563, map01100"
54981,"map00760"
54988,"map00650, map01100"
54995,"map00061, map01100"
55012,"map03015"
55014,"map04130"
55040,"map04144"
55048,"map04144"
55070,"map04120"
55081,"map05016"
55110,"map03013, map03015, map03040"
55119,"map03040"
55120,"map04120"
55124,"map04320"
55127,"map03008"
55131,"map03008"
55157,"map00970"
55163,"map00750, map01100"
55176,"map03060, map04141, map04145, map05110"
55191,"map00760, map01100"
55217,"map00310"
55224,"map00564, map01100"
55226,"map03008"
55229,"map00770, map01100"
55236,"map04120"
55240,"map04115"
55247,"map03410"
55256,"map00270, map01100"
55272,"map03008"
55276,"map00010, map00030, map00052, map00230, map00500, map00520, map01100"
55284,"map04120"
55294,"map04120"
55300,"map00562, map01100, map04070"
55301,"map00061, map01100"
55304,"map00600, map01100"
55312,"map00740, map01100"
55331,"map00600"
55341,"map03008"
55349,"map00260"
55353,"map04142"
55361,"map00562, map01100, map04070"
55367,"map04115"
55423,"map04380"
55432,"map04141"
55454,"map00532, map01100"
55500,"map00564, map01100"
55501,"map00532, map00920"
55503,"map04970"
55504,"map04060"
55505,"map03008"
55506,"map05322"
55512,"map00600, map01100"
55520,"map03013"
55534,"map04330"
55540,"map04060"
55558,"map04360"
55567,"map05016"
55568,"map00512, map01100"
55577,"map00520"
55584,"map04080"
55585,"map04120"
55586,"map00053, map00562"
55593,"map04622"
55616,"map04144, map04666"
55624,"map00514"
55627,"map00600, map01100"
55650,"map00563, map01100"
55651,"map03008"
55660,"map03040"
55666,"map04141"
55670,"map04146"
55687,"map04122"
55696,"map03040"
55699,"map00290, map00970"
55703,"map00230, map00240, map01100, map03020, map04623"
55706,"map03013"
55711,"map04146"
55738,"map04144"
55740,"map04810"
55741,"map04141"
55742,"map04510"
55746,"map03013"
55750,"map00561, map01100"
55753,"map00020, map00310, map00380, map01100"
55757,"map04141"
55766,"map05322"
55768,"map04141"
55781,"map03008"
55788,"map04977"
55790,"map00532, map01100"
55798,"map00340, map00350"
55799,"map04010, map04260, map05410, map05412, map05414"
55801,"map04060, map04630"
55802,"map03018"
55808,"map00512, map01100"
55811,"map00230"
55813,"map03008"
55821,"map00230, map01100"
55825,"map01040, map04146"
55829,"map04141"
55844,"map03015, map04530, map05142, map05160"
55845,"map04810"
55850,"map04130"
55851,"map04330, map05010"
55870,"map00310, map04530"
55879,"map04080"
55902,"map00010, map00620, map00640, map01100"
55907,"map00520, map01100"
55914,"map04621"
55916,"map03008, map03013, map03015"
55958,"map04120"
55967,"map00190, map05010, map05012, map05016"
55968,"map04141"
55970,"map04010, map04062, map04810"
55998,"map03008, map03013, map03015"
56001,"map03008, map03013, map03015"
56034,"map04060, map04510, map04540, map04810, map05215, map05218"
56052,"map00510, map01100"
56259,"map03040"
56267,"map00380, map00450, map01100"
56288,"map04062, map04080, map04144, map04520, map04530"
56413,"map04020, map04080"
56474,"map00240, map01100"
56475,"map04115"
56477,"map04060, map04062, map04672"
56548,"map00532"
56603,"map00830"
56604,"map04145, map04540, map05130"
56605,"map04141"
56623,"map00562, map01100, map04070"
56624,"map00600, map01100"
56655,"map00230, map00240, map01100, map03030, map03410, map03420"
56656,"map04740"
56681,"map04141"
56776,"map04320"
56832,"map04060, map04622, map04630"
56848,"map00600, map01100, map04020, map04370, map04666"
56886,"map04141"
56893,"map04141"
56894,"map00561, map00564, map01100"
56895,"map00561, map00564, map01100"
56896,"map04360"
56898,"map00072, map00650, map01100"
56901,"map00190, map01100, map05010, map05012, map05016"
56903,"map03015"
56904,"map04144"
56907,"map04320"
56913,"map00512, map01100"
56915,"map03018"
56920,"map04360"
56922,"map00280, map01100"
56923,"map04080"
56924,"map04012, map04360, map04510, map04660, map04810, map05211"
56940,"map04010"
56949,"map03040"
56953,"map00230, map00240, map00760, map01100"
56954,"map00250"
56983,"map00514"
56985,"map00230, map00564"
56994,"map00564, map00565, map01100"
56998,"map04310"
57007,"map04060"
57016,"map00051, map00591, map00650, map01100"
57026,"map00750, map01100"
57038,"map00970"
57053,"map04080"
57103,"map00051"
57105,"map04020, map04080"
57107,"map00900"
57122,"map03013"
57132,"map04144"
57134,"map00510, map01100, map04141"
57144,"map04012, map04360, map04510, map04660, map04810, map05211"
57154,"map04120, map04144, map04350"
57171,"map00510"
57176,"map00290, map00970"
57187,"map03013, map03040"
57192,"map04142"
57216,"map04310"
57292,"map04612, map04650, map05332"
57369,"map04540"
57379,"map04672, map05340"
57403,"map04144"
57448,"map04120"
57452,"map00512, map01100"
57455,"map03008"
57461,"map03040"
57472,"map03018"
57486,"map04614"
57498,"map04722"
57502,"map04514"
57505,"map00970"
57506,"map04622, map04623, map05160"
57510,"map03013"
57521,"map04150, map04910"
57522,"map04360"
57530,"map04530"
57551,"map04010"
57552,"map04976"
57555,"map04514"
57556,"map04360"
57580,"map04062"
57644,"map04530, map05416"
57678,"map00561, map00564, map01100"
57679,"map05014"
57680,"map04310"
57689,"map04360"
57715,"map04360"
57733,"map00460, map00500"
57804,"map00230, map00240, map01100, map03030, map03410, map03420, map03430, map03440"
57818,"map00010, map00052, map00500, map01100, map04910, map04920, map04973"
57819,"map03018, map03040"
57834,"map00590, map01100"
57835,"map04976"
57863,"map04514"
58191,"map04060, map04062"
58477,"map03060"
58478,"map00270"
58484,"map04621"
58494,"map04514, map04530, map04670, map05120"
58497,"map00230"
58498,"map04510, map04530, map04670, map04810"
58510,"map00330, map01100"
58511,"map04142"
58517,"map03040"
58985,"map04060, map04630"
59067,"map04060, map04630"
59082,"map04621"
59272,"map04614, map04974"
59277,"map04360"
59283,"map04010, map04260, map05410, map05412, map05414"
59284,"map04010, map04260, map05410, map05412, map05414"
59285,"map04010, map04260, map05410, map05412, map05414"
59340,"map04080"
59343,"map03013, map04310"
59345,"map04062"
59350,"map04080"
60401,"map04060"
60412,"map04530"
60481,"map01040"
60487,"map00340, map00350"
60490,"map00770, map01100"
60495,"map00531, map01100"
60528,"map03013"
60559,"map03060"
60682,"map04144"
63036,"map04972, map04974"
63826,"map00260"
63893,"map04120"
63917,"map00512, map01100"
63923,"map04510, map04512"
63928,"map04010, map04020, map04114, map04210, map04310, map04360, map04370, map04650, map04660, map04662, map04720, map05010, map05014"
63970,"map04115"
64064,"map00072, map00280, map00650"
64065,"map04115"
64077,"map00190"
64080,"map00030"
64087,"map00280, map01100"
64098,"map04510"
64106,"map04080"
64109,"map04060, map04630"
64127,"map04621, map05131"
64131,"map00532, map00534, map01100"
64132,"map00532, map00534, map01100"
64135,"map04622"
64137,"map02010"
64145,"map04144"
64170,"map04621"
64215,"map04141"
64218,"map04360"
64221,"map04360"
64223,"map04150"
64240,"map02010, map04975, map04976"
64241,"map02010, map04975, map04976"
64321,"map04310"
64324,"map00310"
64326,"map04115, map04120"
64343,"map04622"
64374,"map04141"
64393,"map04115"
64398,"map04530"
64399,"map04340, map05200, map05217"
64409,"map00512, map01100"
64411,"map04144"
64421,"map03450, map05340"
64422,"map04140"
64425,"map00230, map00240, map01100, map03020"
64446,"map05016"
64506,"map04114, map04320, map04914"
64579,"map00534, map01100"
64581,"map04145"
64600,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
64682,"map04110, map04114, map04120, map04914"
64744,"map04144"
64750,"map04120, map04144, map04350"
64764,"map04916, map04962, map05016, map05215"
64768,"map00562, map01100, map04070"
64772,"map00511"
64781,"map00600"
64802,"map00760, map01100"
64806,"map04060"
64816,"map00140, map00591, map00830, map00980, map00982, map00983, map01100"
64840,"map04310"
64841,"map00520"
64895,"map03015"
64902,"map00250, map00260, map01100"
65018,"map05012"
65083,"map03008"
65108,"map04666, map05140"
65109,"map03013, map03015"
65110,"map03013, map03015"
65220,"map00760, map01100"
65263,"map00330, map01100"
65264,"map04120"
65985,"map00650"
78989,"map04145"
79017,"map00480"
79023,"map03013"
79053,"map00510, map01100"
79071,"map01040"
79087,"map00510, map01100"
79132,"map04622"
79139,"map04141, map05014"
79143,"map00564"
79158,"map04142"
79168,"map04380"
79178,"map00730, map01100"
79228,"map03013"
79290,"map04740"
79295,"map04740"
79310,"map04740"
79317,"map04740"
79324,"map04740"
79339,"map04740"
79345,"map04740"
79365,"map04710"
79369,"map00601, map01100"
79465,"map04650"
79473,"map04740"
79501,"map04740"
79541,"map04740"
79544,"map04740"
79586,"map00532, map01100"
79587,"map00970"
79602,"map04920"
79611,"map00640, map01100"
79621,"map03030"
79623,"map00512, map01100"
79631,"map03008"
79643,"map04144"
79644,"map00140"
79646,"map00770, map01100"
79658,"map05100"
79659,"map04145, map04962"
79660,"map04910"
79661,"map03410"
79671,"map04622"
79695,"map00512, map01100"
79709,"map00310, map00514"
79717,"map00770, map01100"
79718,"map04310"
79720,"map04144"
79723,"map00310"
79731,"map00970"
79748,"map04141"
79760,"map03013"
79784,"map04530, map04810, map05416"
79796,"map00510, map01100"
79799,"map00040, map00053, map00140, map00500, map00514, map00830, map00860, map00980, map00982, map00983, map01100"
79813,"map00310"
79814,"map00330, map01100"
79833,"map03013"
79837,"map00562, map04070, map04810"
79840,"map03450"
79861,"map04145, map04540, map05130"
79868,"map00510, map01100"
79869,"map03015"
79888,"map00564, map00565, map01100"
79897,"map03013"
79902,"map03013"
79944,"map00650"
79947,"map00900"
79966,"map01040, map03320"
80025,"map00770, map01100"
80031,"map04360"
80055,"map00563, map01100"
80142,"map00590, map01100"
80143,"map04622"
80145,"map03013"
80146,"map00500, map00520, map01100"
80153,"map03018"
80168,"map04975"
80198,"map03440"
80201,"map00010, map00051, map00052, map00500, map00520, map00524, map01100, map04910, map04930, map04973"
80222,"map00970"
80223,"map04144"
80230,"map04144"
80235,"map00563"
80267,"map04141"
80270,"map00120, map01100"
80301,"map04060"
80308,"map00740, map01100"
80310,"map04510, map04540, map04810, map05215, map05218"
80319,"map04310"
80326,"map04310, map04340, map04916, map05200, map05217"
80328,"map04650"
80329,"map04650"
80331,"map04141"
80336,"map03013, map03015, map03018"
80339,"map00561, map01100"
80347,"map00770, map01100"
80349,"map03018"
80380,"map04514"
80381,"map04514"
80700,"map04141"
80704,"map04977"
80781,"map04974"
80824,"map04010"
80834,"map04742, map04973"
80835,"map04742"
80854,"map00310"
80896,"map00520"
81027,"map04145, map04540, map05130"
81029,"map04310, map04340, map04916, map05200, map05217"
81030,"map04623"
81035,"map04145"
81050,"map04740"
81061,"map04740"
81099,"map04740"
81127,"map04740"
81168,"map04740"
81282,"map04740"
81285,"map04740"
81300,"map04740"
81309,"map04740"
81318,"map04740"
81327,"map04740"
81328,"map04740"
81392,"map04740"
81399,"map04740"
81442,"map04740"
81448,"map04740"
81469,"map04740"
81470,"map04740"
81472,"map04740"
81490,"map00564, map01100"
81537,"map00600"
81567,"map04141"
81579,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
81605,"map04122"
81607,"map04520"
81608,"map03015"
81616,"map00071, map01100, map03320, map04146, map04920"
81617,"map04150"
81624,"map04810"
81696,"map04740"
81697,"map04740"
81797,"map04740"
81839,"map04310"
81848,"map04630"
81849,"map00604, map01100"
81873,"map04666, map04810, map05100, map05130, map05131"
81888,"map00630, map01100"
81929,"map03013"
83439,"map04310, map04520, map04916, map05200, map05210, map05213, map05215, map05216, map05217, map05221, map05412"
83440,"map00010, map01100"
83443,"map03040"
83447,"map04020, map05012, map05016"
83544,"map05016"
83547,"map04145"
83549,"map00240, map00983, map01100"
83551,"map04080"
83593,"map04670, map05200, map05223"
83594,"map00760, map04146"
83660,"map04510"
83667,"map04115"
83700,"map04514, map04530, map04670, map05120"
83729,"map04060, map04350"
83732,"map03008"
83737,"map04120, map04144"
83740,"map05322"
83756,"map04742, map04973"
83852,"map00310"
83943,"map03060"
84002,"map00601, map01100"
84076,"map00030, map01100"
84128,"map03008"
84134,"map05014"
84135,"map03008"
84153,"map03030"
84172,"map00230, map00240, map01100, map03020"
84186,"map03018"
84188,"map04146"
84245,"map00270, map01100"
84249,"map04144"
84254,"map04920"
84264,"map00620"
84265,"map00230, map00240, map01100, map03020, map04623"
84274,"map00130, map01100"
84284,"map00230, map00730, map01100"
84305,"map03013, map03015"
84313,"map04144"
84321,"map03013, map03040"
84364,"map04144"
84433,"map04660, map04662"
84440,"map04144"
84441,"map04330"
84444,"map00310"
84447,"map04120, map04141"
84448,"map04360"
84501,"map04320"
84516,"map04962"
84532,"map00010, map00620, map00640, map01100"
84539,"map04080"
84552,"map04144, map04530"
84572,"map04142"
84612,"map04144, map04530"
84617,"map04145, map04540, map05130"
84618,"map00230, map00240, map00760, map01100"
84620,"map00510, map00514, map01100"
84634,"map04080"
84647,"map00564, map00565, map00590, map00591, map00592, map01100, map04010, map04270, map04370, map04664, map04730, map04912, map04972, map04975, map05145"
84649,"map00561, map01100, map04975"
84674,"map04621"
84693,"map00280, map00630, map00640, map01100"
84699,"map04916, map04962, map05016, map05215"
84701,"map00190, map01100, map04260, map05010, map05012, map05016"
84706,"map00250, map01100"
84720,"map00563, map01100"
